Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
24	-234.18718	82.08804	-48.79139	-356.34033	540.0	1029.1793	3850.0	0.0	1000.0	400710.0	0.80142	-25.52518	5.5962825	-5.2886996	-38.57104	96.61843	2.7111354	104.05315	21.319855	5.493164e-08	-0.013571997	1.953125e-07	-0.039091013	65.617455	-24.27692	18386.322	-1795.5781	0	0	1.4720937	0.0	1.8321705	0.009237031	500000.0	4858.119883775711
25	-225.5452	87.26588	-103.61197	-405.97577	945.5	1373.3844	4490.0	0.0	1000.0	419620.0	0.8069615384615385	-22.622242	5.107049	-2.9955533	-37.189648	67.24542	20.024275	97.64509	-80.00424	3.0517577e-09	-0.01403894	-1.8554688e-06	0.019349463	70.8556	-24.179653	40973.367	-1901.0156	0	0	1.3944639	0.0	1.874085	0.009108378	520000.0	5053.893031358719
26	-233.93562	125.73383	-66.757286	-503.53928	1050.5	1659.0493	4970.0	0.0	1000.0	440630.0	0.8159814814814815	-22.817951	5.0885053	-4.8490176	-40.258007	87.692924	4.433439	94.11719	-8.37861	-6.1035155e-09	-0.012509801	3.90625e-07	-0.08171757	119.46372	-45.935562	39471.38	-408.1328	0	0	1.6240474	0.0	1.8597978	0.009191747	540000.0	5254.872380495071
27	-240.72371	113.77009	-107.37934	-453.33334	207.0	859.5004	3950.0	0.0	1000.0	444770.0	0.7942321428571428	-23.038578	7.7416987	3.1693177	-46.640812	96.92085	2.884158	106.356255	-25.914183	-1.525879e-08	-0.013875788	-9.765625e-07	0.0071785157	122.66986	-51.663795	14536.949	-3505.3164	0	0	1.446777	0.0	1.8748016	0.008923573	560000.0	5448.546202421188
28	-229.21066	112.10765	-73.691734	-502.46283	487.0	1098.4584	4720.0	0.0	1000.0	454510.0	0.7836379310344828	-23.437729	7.112427	-1.5558405	-51.466602	60.57274	1.637159	77.66313	-43.716827	-7.629395e-09	-0.013545604	0.0	-0.04198164	135.26845	-60.886536	19829.447	-103.37109	0	0	1.4598918	0.0	1.888801	0.008976038	580000.0	5642.982452392578
29	-244.10938	99.103	-11.946125	-378.54654	670.5	1176.8156	4330.0	0.0	1000.0	467920.0	0.7798666666666667	-22.808079	6.8648477	8.5111265	-48.370285	53.622055	2.249653	77.281075	-20.896585	-3.6621095e-08	-0.0125143835	0.0	-0.17636874	97.77745	-35.24715	22104.732	-220.35547	0	0	1.6563001	0.0	1.8978194	0.008948801	600000.0	5837.855732917786
30	-252.66544	101.361275	-92.53266	-446.872	435.0	755.9861	2490.0	0.0	1000.0	476620.0	0.7687419354838709	-23.895369	7.0726814	2.6663997	-47.75356	59.634914	2.9262664	82.119576	-20.621656	2.1362304e-08	-0.013567217	9.765625e-07	-0.08390586	94.21337	-42.869873	12671.699	-174.33594	0	0	1.4484559	0.0	1.9205812	0.009216204	620000.0	6032.079238414764
31	-256.50238	97.20222	-57.345142	-391.9557	1206.0	2098.219	7510.0	0.0	1000.0	500740.0	0.78240625	-25.467953	7.264256	-2.239133	-46.76905	53.80746	3.253628	80.81411	-57.623924	-6.1035155e-09	-0.013988022	-2.34375e-06	-0.11528437	93.34857	-43.244045	64398.258	-3676.8516	0	0	1.4467369	0.0	1.8908367	0.009115465	640000.0	6225.466681480408
32	-236.68604	113.67222	-62.745937	-424.7717	788.0	1475.5189	5200.0	0.0	1000.0	516500.0	0.7825757575757576	-24.950829	6.344878	-0.43266457	-46.79877	91.388084	7.2769227	106.71241	-33.081364	-1.2969971e-08	-0.013093498	-1.953125e-07	0.02018418	98.59819	-42.21096	27032.385	-865.7949	0	0	1.5397176	0.0	1.903142	0.008677022	660000.0	6418.702129125595
33	-206.202	96.10158	-33.41898	-341.67667	1326.0	2076.8157	8240.0	0.0	1000.0	543020.0	0.7985588235294118	-22.725698	7.307215	0.9547036	-44.19251	75.58663	19.068	106.06307	-64.22211	2.746582e-08	-0.01463843	1.953125e-07	0.15879805	103.90879	-41.713535	61920.3	-2872.7344	0	0	1.4315009	0.0	1.924054	0.009141025	680000.0	6612.731155157089
