Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
24	-293.33218	95.938225	-135.30052	-447.92517	431.0	922.87	3900.0	0.0	1000.0	374500.0	0.749	-29.140806	8.968093	41.7241	-38.001144	68.23027	14.163206	80.457985	-76.96589	1.8310548e-08	-0.011754153	5.859375e-07	0.06053496	97.176476	-23.556923	14867.915	-1139.6846	0	0	1.794789	0.0	1.8437049	0.0088079665	500000.0	4782.7435076236725
25	-307.08197	102.96354	-155.75073	-514.24457	1015.0	1898.6113	7160.0	0.0	1000.0	394800.0	0.7592307692307693	-29.960316	3.8510897	16.13606	-38.43568	42.54961	9.620832	79.30891	-34.996887	-1.8310548e-08	-0.0128516415	7.8125e-07	-0.047485158	99.102585	-16.745026	55020.773	-3268.0156	0	0	1.6118828	0.0	1.8523737	0.008915402	520000.0	4974.448122262955
26	-303.82477	125.451675	-80.483925	-514.60846	1028.0	1441.6262	5280.0	0.0	1000.0	415360.0	0.7691851851851852	-30.229403	7.146672	42.37316	-40.568916	82.9678	12.313718	95.15541	-26.900585	-3.0517577e-09	-0.011031473	-1.953125e-07	-0.06842071	123.96738	-21.105438	38804.473	-955.1211	0	0	1.7664146	0.0	1.8322251	0.008920524	540000.0	5165.0308265686035
27	-318.64148	133.09328	-132.21387	-586.54736	8.0	30.594116	140.0	0.0	1000.0	415520.0	0.742	-29.405737	6.8004956	46.11272	-41.551495	90.42108	17.71622	103.7402	-36.13156	-6.1035155e-09	-0.011023474	1.3061524e-06	-0.042577524	165.83226	-25.958832	7293.5825	-6954.949	0	0	1.8893659	0.0	1.8612969	0.009174098	560000.0	5356.012474775314
28	-294.00305	134.44453	-124.94435	-602.479	529.5	1325.3546	5490.0	0.0	1000.0	426110.0	0.7346724137931034	-30.733454	9.505253	46.04633	-39.828423	9.859671	4.9808817	90.867874	-19.110506	-3.8146974e-09	-0.011378727	-7.8125e-07	-0.002566797	165.41098	-23.714111	22304.598	-1451.5918	0	0	1.8044227	0.0	1.8636314	0.009693017	580000.0	5546.607547998428
29	-307.48148	113.38231	-59.70664	-483.86395	769.5	1683.0879	6480.0	0.0	1000.0	441500.0	0.7358333333333333	-29.840065	6.966838	42.752815	-36.437458	39.802704	9.34693	99.903755	-16.085852	3.051758e-08	-0.011502307	1.171875e-06	0.11971836	100.86946	-13.84861	37906.49	-1562.332	0	0	1.7636894	0.0	1.856936	0.009342971	600000.0	5737.620588064194
30	-314.00156	129.30193	-66.983505	-551.3503	519.5	1304.6282	5030.0	0.0	1000.0	451890.0	0.7288548387096774	-30.949453	6.0101695	41.55824	-38.373207	61.53502	17.969418	112.70244	-0.49524674	6.1035155e-09	-0.014472231	0.0	0.2805711	172.86044	-44.22995	25778.31	-658.2656	0	0	1.5027622	0.0	1.8609169	0.008778508	620000.0	5929.181369781494
31	-325.06104	121.36926	-102.44165	-503.05188	833.5	1354.6117	5440.0	0.0	1000.0	468560.0	0.732125	-31.366076	7.5832705	46.739185	-40.727455	46.18942	18.292889	116.45701	-50.035393	-9.155274e-09	-0.010470426	1.5625e-06	-0.06908672	145.51317	-37.888252	36431.8	-3421.8086	0	0	1.8423891	0.0	1.831054	0.009020249	640000.0	6119.621948480606
32	-295.92612	118.82336	-62.76087	-491.4978	768.0	1537.295	5920.0	0.0	1000.0	483920.0	0.7332121212121212	-30.372288	10.766073	48.851837	-41.6877	73.04876	34.77547	123.74117	-95.5652	-5.340576e-09	-0.013177794	0.0	-0.0015355468	149.46687	-52.891876	28164.49	-1602.2637	0	0	1.5181836	0.0	1.8129768	0.008667893	660000.0	6310.966966629028
33	-300.58322	112.10424	-106.99311	-463.15002	1111.5	1699.6802	5250.0	0.0	1000.0	506150.0	0.7443382352941177	-30.00795	6.794201	48.85597	-36.673786	63.80421	24.47872	131.05003	-34.634796	1.373291e-08	-0.014004989	1.7578125e-06	0.16228965	96.13365	-18.66188	41413.87	-3479.4219	0	0	1.6064945	0.0	1.8444076	0.008615458	680000.0	6500.611396551132
34	-271.5115	107.49819	-87.55332	-478.75027	845.0	1514.0227	5060.0	0.0	1000.0	523050.0	0.7472142857142857	-28.28914	10.81728	50.704388	-42.158787	95.01592	20.407759	145.90431	44.37245	-1.2207031e-08	-0.012424225	2.6367188e-06	-0.09626494	117.04149	-24.78347	29712.967	-1077.1816	0	0	1.6737365	0.0	1.863147	0.009129302	700000.0	6691.611865282059
35	-321.44476	105.342545	-35.438316	-471.47412	1012.0	1777.2327	5970.0	0.0	1000.0	543290.0	0.7545694444444444	-28.488277	4.7952304	47.042435	-37.358814	82.91175	22.569921	151.7622	47.36738	0.0	-0.01275242	3.90625e-07	-0.21344297	96.09325	-22.346695	41473.37	-1517.1328	0	0	1.6894506	0.0	1.8422313	0.0094746975	720000.0	6883.279398202896
36	-256.4979	102.153595	-64.97984	-460.2803	985.5	1707.5728	6930.0	0.0	1000.0	563000.0	0.7608108108108108	-28.87266	11.758715	54.281578	-39.352005	102.55626	35.041794	159.11081	3.5240772	6.1035155e-09	-0.010792746	-1.3671875e-06	-0.070148826	156.60985	-35.372894	36629.4	-1800.9453	0	0	1.7552263	0.0	1.8606265	0.009085185	740000.0	7073.60368680954
37	-325.58136	99.06211	-94.841156	-464.7495	682.5	1130.9945	4110.0	0.0	1000.0	576650.0	0.75875	-28.045662	6.0852213	53.60586	-42.341534	90.59505	37.452263	167.77275	30.720499	3.0517577e-09	-0.012165817	-2.9296876e-07	0.06712129	115.96542	-28.837029	24919.443	-1529.5273	0	0	1.789729	0.0	1.8417696	0.008851378	760000.0	7264.19793510437
38	-290.075	108.46743	-123.434044	-503.77625	667.5	1108.805	3930.0	0.0	1000.0	590000.0	0.7564102564102564	-31.085026	7.450765	56.811142	-44.401024	76.187225	27.337769	167.3456	-52.227703	-1.2207031e-08	-0.011021812	0.0	-0.08508506	116.68174	-17.839363	24663.828	-1303.207	0	0	1.8566065	0.0	1.8677735	0.009156638	780000.0	7455.143890619278
39	-331.55917	114.45903	-87.46621	-477.6659	512.5	979.67786	3130.0	0.0	1000.0	600250.0	0.7503125	-30.415026	7.547544	56.17355	-39.675213	63.76817	28.927088	168.56108	-56.84003	-1.2207031e-08	-0.010470195	4.882813e-07	0.023381349	104.71949	-17.01564	15039.717	-918.3584	0	0	1.9328936	0.0	1.8767003	0.00921691	800000.0	7645.762529850006
40	-341.36505	105.64684	-103.43905	-607.2243	1039.5	1373.6755	3970.0	0.0	1000.0	621040.0	0.7573658536585366	-33.55515	7.590532	58.633537	-41.11768	51.64137	31.157093	170.24464	-31.174858	3.6621095e-08	-0.010434436	7.8125e-07	-0.0919125	94.63611	-13.491631	38358.656	-5203.6016	0	0	1.969377	0.0	1.8538246	0.009596184	820000.0	7837.233287334442
41	-272.74237	133.15471	-47.645466	-477.35214	512.5	982.3333	3030.0	0.0	1000.0	631290.0	0.7515357142857143	-31.249975	13.13374	59.983418	-41.244774	93.78801	34.91645	180.0548	-44.404587	-9.155274e-09	-0.010927408	1.8066406e-06	-0.04537158	183.51	-41.34305	18760.867	-2105.709	0	0	1.8028957	0.0	1.8427651	0.008886202	840000.0	8028.33092713356
42	-282.87177	104.101524	-96.05705	-508.9647	720.0	1250.3479	3720.0	0.0	1000.0	645690.0	0.7508023255813954	-30.07888	6.4449778	59.748978	-39.537834	61.0884	31.271702	180.70508	-22.709217	-9.155274e-09	-0.010452166	-7.8125e-07	-0.24839532	104.195465	-19.690468	27909.19	-1333.4512	0	0	1.8798494	0.0	1.8411281	0.009105888	860000.0	8219.048374414444
43	-333.48697	87.433754	-132.80557	-512.8756	1090.0	1412.9402	4190.0	0.0	1000.0	667490.0	0.7585113636363636	-28.620129	9.453508	59.949207	-39.469204	73.7526	37.324364	185.20491	-89.45586	1.9836426e-08	-0.010436757	1.171875e-06	0.07145742	136.75317	-44.88759	37778.805	-3163.4688	0	0	1.9517423	0.0	1.8248695	0.009470025	880000.0	8410.524572610855
